id_orgao,ano_licitacao,nr_licitacao,nr_item,ds_item,qt_itens_licitacao,sg_unidade_medida,vl_unitario_homologado,vl_total_homologado
55200,2018,1,24,"    Ovos de galinha	Ovos de galinha, grandes, inteiros, sem rachaduras e limpos. Embalagem com data e validade e aviário de origem, com registro no SIM, SIF ou CISPOA. Validade mínima de 7 dias a contar da data de entrega.   Indicar marca.  ",285.00,DZ,5.74,1635.90
55200,2018,1,22,"  Moranga Cabotiá	Fruto de tamanho grande, limpa, de primeira e acondicionada de forma a evitar danos físicos, apresentando-se íntegras com grau de maturação tal que lhe permita suportar a manipulação, o transporte e a conservação em condições adequadas para o consumo. Ausência de parasitas, sujidades, larvas e corpos estranhos aderidos à casca, com características íntegras e de primeira qualidade. Podendo ser orgânico.  ",102.00,KG,3.66,373.32
55200,2018,1,5,"Apresuntado fatiado	Produto de primeira, embalado a vácuo, na embalagem de 1kg, fatiado e resfriado, apresentando cor uniforme, sem sujidades ou corpo estranho no produto e na embalagem; estando devidamente identificado com a marca, peso e data de fabricação e validade. Deve possuir registro no Ministério da Agricultura / SIF ou CISPOA ou SIM visíveis na embalagem.",105.00,KG,15.12,1587.60
55200,2018,1,18,"Leite integral	Caixinha com 1 litro, UHT, com identificação do produto, rótulo com ingredientes, valor nutricional, peso, fabricante, data de fabricação e validade.  Registro do produto no SIM, SIF ou CISPOA. Validade mínima de 3 meses a contar da data de entrega. Não serão aceitas embalagens danificadas.",1575.00,L,3.20,5040.00
55200,2018,1,27,"Salsicha	Pacote de 2,5 kg; tipo mista. Produto com sabor, odor e cor característicos do produto, de boa qualidade, resfriado, em embalagem transparente resistente, com fechamento à vácuo ou outro fechamento bem lacrado, com data de validade estendida, sem sujidades ou corpo estranho na embalagem e produto. Deve possuir na embalagem a identificação do produto, validade, data de embalagem, peso líquido, marca do fabricante, temperatura de estocagem e registro do produto no SIM, SIF, ou CISPOA. Não serão aceitos pacotes danificados ou abertos. ",38.00,PAC,22.25,845.50
55200,2018,1,19,"Leite zero lactose	Caixinha com 1 litro, UHT, isento de lactose, com identificação do produto, rótulo com ingredientes, valor nutricional, peso, fabricante, data de fabricação e validade.  Registro do produto no SIM, SIF ou CISPOA. Validade mínima de 3 meses a contar da data de entrega.  Não serão aceitas embalagens danificadas.",90.00,L,4.11,369.90
55200,2018,1,4,"Alho	Bulbo de tamanho médio, com características íntegras e de primeira qualidade; podendo ser orgânico. Deve ser isento de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à casca.  Não deve apresentar quaisquer lesões de origem física, mecânica ou biológica. ",1.50,KG,31.06,46.59
55200,2018,1,16,"Laranja comum	Unidades in natura, de tamanho médio, fresca, com grau de maturação adequado para o consumo e transporte adequado, a fim de evitar lesões de origem física, mecânica ou biológica. Não deve apresentar matéria terrosa, sujidades ou corpos estranhos aderidos à superfície externa, livre de lesões, insetos, parasitas e larvas. ",600.00,KG,4.47,2682.00
55200,2018,1,12,"Cebola	Bulbo de tamanho médio, com características íntegras e de primeira qualidade, podendo ser orgânico; isentos de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à casca. Não deve apresentar quaisquer lesões de origem física, mecânica ou biológica. ",210.00,KG,3.41,716.10
55200,2018,1,2,"Aipim	Aipim descascado. Embalado e transportado em sacos de polietileno transparente próprios e de primeiro uso. Frescas de ótima qualidade, compacta, firme de coloração uniforme, aroma, cor e sabor típico da espécie, em perfeito estado de desenvolvimento. Não serão aceitos danos que lhe alterem a conformação e aparência. Isento de sujidade, insetos, parasitas, larvas, rachaduras, cortes e perfurações. Tamanho padrão, podendo ser orgânico.",150.00,KG,6.48,972.00
55200,2018,1,3,"Alface	Unidades de tamanha médio, com folhas íntegras, livres de fungos, podendo ser orgânico. Embalada  e transportada de forma a evitar quaisquer lesões de origem física, mecânica ou biológica, pois não serão aceitos produtos com estas lesões.",360.00,UN,2.33,838.80
55200,2018,1,8,"Batata inglesa	Tubérculo no estado in natura, sãs, de primeira qualidade, podendo ser orgânico. lavado ou escovado, coloração uniforme; isentos de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à casca. Não deve apresentar quaisquer lesões de origem física, mecânica ou biológica. ",345.00,KG,3.22,1110.90
55200,2018,1,10,"Beterraba	Tubérculo no estado in natura, podendo ser orgânico, sãs, de primeira qualidade, lavado ou escovado, coloração uniforme; isentos de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à casca. Não deve apresentar quaisquer lesões de origem física, mecânica ou biológica. ",240.00,KG,4.16,998.40
55200,2018,1,21,"Mamão	Fruto de tamanho médio, com características íntegras e de primeira qualidade; fresco, de vez (por amadurecer), limpo, coloração uniforme, apresentando grau de maturação tal que lhe permita suportar a manipulação, o transporte e a conservação em condições adequadas para o consumo; aroma, cor e sabor típicos da espécie; isento de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à superfície externa. Não deve apresentar quaisquer lesões de origem física, mecânica ou biológica.Podendo ser orgânico.",210.00,KG,5.07,1064.70
55200,2018,1,25,"Queijo mussarela fatiado	Produto embalado a vácuo, em plástico resistente atóxico e transparente, na embalagem de 1kg, fresco, refrigerado, cortado em fatias finas, com boa validade e de primeira, apresentando cor uniforme, sem sujidades ou corpo estranho na embalagem e produto. Deve possuir na embalagem a identificação do produto, validade, data de embalagem, peso líquido, marca do fabricante, temperatura de estocagem e registro do produto no SIM, SIF, ou CISPOA.",105.00,KG,25.60,2688.00
55200,2018,1,30,"Tomate	Fruto fresco de tamanho médio, com características  íntegras,  e  de  primeira qualidade; fresco, limpo, coloração uniforme; apresentando grau de maturação tal que lhe permita suportar a manipulação, o transporte e a conservação em condições adequadas para o consumo;  isento  de  sujidades,  insetos, parasitas, larvas e corpos estranhos aderidos à casca. Não deve apresentar quaisquer lesões de origem física, mecânica ou biológica. Podendo ser orgânico",210.00,KG,5.24,1100.40
55200,2018,1,20,"Maçã	Fruto de tamanho médio, com características íntegras e de primeira qualidade; fresco, limpo, coloração uniforme; aroma, cor e sabor típicos da espécie, apresentando grau de maturação, tal que lhe permita suportar a manipulação, o transporte e a conservação em condições adequadas para o  consumo;  isento  de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à superfície externa. Não deve apresentar lesões de origem física, mecânica ou biológica. Podendo ser orgânico.",1095.00,KG,5.59,6121.05
55200,2018,1,11,"Brócolis	Unidades de tamanho médio, frescos e limpos, sem substâncias terrosas, sujidades ou corpos estranhos aderidos à superfície externa, insetos, parasitas e larvas; isento de lesões de origem física, mecânica ou biológica, devendo apresentar cor característica, podendo ser orgânico. ",150.00,UN,4.47,670.50
55200,2018,1,23,"Nata	Nata pasteurizada, resfriada, fabricada a partir de matéria-prima selecionada; embalagem (pote) de 300 gramas, com identificação do produto, rótulo com ingredientes, valor nutricional, peso, fabricante, data de fabricação e validade.  Validade de aproximadamente 15 dias e registro no Ministério da Agricultura / SIF ou CISPOA ou SIM, visíveis na embalagem. Não serão aceito produtos com embalagens estufadas, furadas, amassadas ou em condições anormais.",150.00,UN,5.95,892.50
55200,2018,1,14,"Couve-flor	Unidades de tamanho médio, frescos e limpos, com cor característica, podendo ser orgânico; isenta de material terroso, sem manchas, livre de enfermidades, isento de partes pútridas; suficientemente desenvolvida, em perfeito estado de conservação e maturação. Não deve apresentar quaisquer lesões de origem física, mecânica ou biológica. ",165.00,UN,4.82,795.30
55200,2018,1,15,"Creme de leite	Creme de leite UHT, fabricado a partir de matéria-prima selecionada; embalagem de 200 gramas, tipo tetra pack, com identificação do produto, rótulo com ingredientes, valor nutricional, peso, fabricante, data de fabricação e validade.  Validade mínima de 3 meses a contar da data de entrega e registro no Ministério da Agricultura / SIF ou CISPOA ou SIM, visíveis na embalagem. Não serão aceito produtos com embalagens estufadas, furadas, amassadas ou em condições anormais.",30.00,UN,2.92,87.60
55200,2018,1,13,"Cenoura	Raiz tuberosa, suculenta, de tamanho médio no estado in natura, genuínas, sãs, de primeira qualidade, escovadas, com coloração uniforme, podendo ser orgânico; isentas de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à superfície externa. Não deve apresentar quaisquer lesões de origem física, mecânica ou biológica. ",150.00,KG,4.00,600.00
55200,2018,1,17,"Leite integral em pó	 Leite em pó integral, instantâneo, de origem animal, isento de maltodextrina, e isento de lecitina de soja. Pacote de 400g, em embalagem aluminizada. No seu rótulo deverá ter informação sobre glúten, tabela nutricional com identificação da porção, modo de preparo, rendimento, prazo de validade e número de lote, assim como, registro do produto no SIM, SIF ou CISPOA.  Não sendo aceitos pacotes abertos ou furados",45.00,PAC,10.36,466.20
55200,2018,1,28,"Suco de Uva	Integral, natural, embalagem de 2 litros.",540.00,UN,20.14,10875.60
55200,2018,1,7,"Banha	Banha suÍna embalagens de 01 kg. que contenham especificados o local de origem do produto, (rótulo) dos ingredientes, valor nutricional, fornecedor, data de fabricação, peso e validade. Também, deve possuir registro no Ministério da Agricultura / SIF ou CISPOA ou SIM visíveis na embalagem. Não deve apresentar sujidades ou corpo estranho na embalagem, não sendo aceitos produtos com embalagens estufadas, furadas, amassadas ou em condições  anormais.     ",11.00,KG,10.30,113.30
55200,2018,1,9,"Bebida láctea	Bebida láctea fermentada, com polpa de fruta, sabor   “morango e salada de frutas”, em embalagem flexível de polietileno   leitoso de 1 litro. Deve constar na embalagem a data de fabricação e prazo de validade de no mínimo 30 dias,assim como, registro no Ministério da Agricultura / SIF ou CISPOA ou SIM visíveis. Não serão aceitos produtos com embalagens estufadas, furadas, data de validade vencida ou prazo curto de validade, amassadas ou em condições anormais.",525.00,L,4.04,2121.00
55200,2018,1,29,"  Tempero Verde	Maço contendo cebolinha e salsinha, de aproximadamente 300 gramas. Devem ter folhas íntegras, frescas, coloração uniformes, bem desenvolvidas. A salsinha deve conter os talos.Podendo ser orgânico.  ",120.00,UN,3.35,402.00
85600,2018,2,1,ARROZ BRANCO TIPO 1,800.00,KG,"",""
85600,2018,2,2,BANANA PRATA,1430.00,KG,"",""
85600,2018,2,3,CENOURA,100.00,KG,"",""
85600,2018,2,4,BETERABA SEM FOLHAS,100.00,KG,"",""
85600,2018,2,5,MORANGA CABOTIA KG,140.00,KG,"",""
85600,2018,2,6,BROCOLIS,80.00,UN,"",""
85600,2018,2,7,AIPIM,500.00,KG,"",""
85600,2018,2,8,POLPA DE AÇAI,140.00,L,"",""
85600,2018,2,9,POLPA DE MARACUJA,600.00,KG,"",""
85600,2018,2,10,FARINHA DE MILHO,120.00,KG,"",""
85600,2018,2,11,CHIMIA DE BANANA,100.00,KG,"",""
85600,2018,2,12,BISCOITO CASEIRO GLACEADO,340.00,KG,"",""
85600,2018,2,13,BISCOITO CASEIRO TIPO BROA DE MILHO,300.00,KG,"",""
85600,2018,2,14,"PÃO DE BATATA DOCE, PESO 500 G",360.00,KG,"",""
85600,2018,2,15,BATATA DOCE,300.00,KG,"",""
85600,2018,2,16,EXTRATO DE TOMATE 500 G,120.00,UN,"",""
85600,2018,2,17,FEIJÃO PRETO,300.00,KG,"",""
85600,2018,2,18,LARANJA,100.00,KG,"",""
85600,2018,2,19,BERGAMOTA,80.00,KG,"",""
85600,2018,2,20,PESSEGO,100.00,KG,"",""
85600,2018,2,21,ABACATE,60.00,KG,"",""
55800,2018,1,30,"Pepino em conserva, embalagem de vidro contendo peso drenado de 300g, composição e identificação do produto conforme edital",60.00,UN,4.50,270.00
55800,2018,1,3,"Alface, pé de tamanho grande, com folhas tenras, livres de podridões e rasgos",900.00,UN,1.50,1350.00
55800,2018,1,12,"Caqui nacional, in natura, grau médio de amadurecimento, unidades médias aproximadamente 120g e demais características de acordo com edital",430.00,KG,3.00,1290.00
55800,2018,1,15,"coxa e sobrecoxa de frango congelada, não temperada, acondicionada em sacos plásticos individuais, rotulada, com peso e prazo de validade especificado na embalagem de acordo com a legislação vigente e demais características de acordo com a embalagem",1720.00,KG,6.15,10578.00
55800,2018,1,18,"Feijão preto comum, descascado, grãos inteiros, produtos sem sujidades, mofos e bolores e demais características conforme o edital",420.00,KG,5.90,2478.00
55800,2018,1,25,"Massa caseira com ovos, congelada, produto 100% natural, peso líquido 500g, conservado no freezer a -18ºC, acondicionamento, embalagem, fabricação e validade e demais características de acordo com o edital ",1100.00,PAC,4.50,4950.00
55800,2018,1,31,"Polpa de tomate, de primeira qualidade, produto resultante da concentração de polpa de tomates maduros, sem pele e sem sementes por processo tecnológico adequado. Demais características conforme o edital",600.00,UN,8.50,5100.00
55800,2018,1,37,"Uva preta firme, integra, sem manchas e cor característica uniforme, grau médio de amadurecimento, em boas condições de consumo",180.00,KG,3.00,540.00
55800,2018,1,16,"Doce de frutas com adição de açúcar, embalado conforme legislação específica, 1k com prazo de validade no mínimo 12 meses da data de fabricação",164.00,KG,11.00,1804.00
55800,2018,1,21,"Laranja comum, tamanho médio, grau médio de amadurecimento, em boas condições de consumo",1100.00,KG,2.50,2750.00
55800,2018,1,32,"repolho branco ou verde, limpo com folhas tenras, livres de podridão e folhas velhas",850.00,KG,1.90,1615.00
55800,2018,1,13,"Cenoura, tamanho médio, uniforme e bem desenvolvida, tenra, integra, firme e sem brotos em boas condições de consumo e demais características de acordo com o edital",700.00,KG,3.20,2240.00
55800,2018,1,5,"Banana prata de primeira qualidade, grau médio de amadurecimento, unidades médias de aproximadamente 120g e demais características conforme o edital",1700.00,KG,3.20,5440.00
55800,2018,1,2,"Aipim in`natura, de primeira, e demais  características conforme disposto no edital",500.00,UN,4.50,2250.00
55800,2018,1,1,"Açúcar mascavo, extraído d apura cana de açúcar, embalagem transparente demais características conforme o edital",120.00,KG,10.00,1200.00
55800,2018,1,28,"Ovos tipo galinha, tamanho grande, cor vermelho, peso aproximado 50gr para consumo imediato e em escala e demais características de acordo com o edital",1500.00,DZ,4.50,6750.00
55800,2018,1,19,"Fígado de galinha congelado, embalagem de 1kg, validade de 1 ano, conservação transporte e demais características conforme o edital",115.00,KG,3.40,391.00
55800,2018,1,22,"Laranja do céu, tamanho médio, grau médio de amadurecimento em boas condições de consumo",150.00,KG,1.90,285.00
55800,2018,1,24,"Limão para suco, tamanho médio, grau médio de amadurecimento, em boas condições de consumo",198.00,KG,5.90,1168.20
55800,2018,1,38,"Vagem íntegra, firme isenta de mofos e podridões, em boas condições de consumo",125.00,KG,4.90,612.50
55800,2018,1,4,"Alho sem réstia, bulbo inteiro e são, sem brotos ou grãos murchos e demais características conforme edital",95.00,KG,27.00,2565.00
55800,2018,1,20,"Goiaba firme e integra, sem manchas e cor característica uniforme, grau médio de amadurecimento e demais características conforme o edital",380.00,KG,3.00,1140.00
55800,2018,1,35,"Tempero verde, com folhas tenras, livres de podridão, brilhante com textura e consistência de vegetal fresco, peso médio de 80g o molho",600.00,UN,1.50,900.00
55800,2018,1,7,"Bebida láctea, líquida, diversos sabores, embalagens tipo saquinho/sachet, integras sem vazamento q contenham data de fabricação e vencimento e demais características de acordo com o edital",2360.00,L,2.78,6560.80
55800,2018,1,23,"Leite UHT longa vida integral embalagem Tetra Pack 1lt, validade 120 dias, conservação e temperatura ambiente, com Registro no Ministério da Agricultura",10000.00,L,2.80,28000.00
55800,2018,1,14,"Couve flor cabeça ou molho pesando no mínimo 300gr, com folhas tenras, livre de podridões",750.00,UN,3.90,2925.00
55800,2018,1,29,"Pão de trigo caseiro, fatiado, preferencialmente feito no dia da entrega, ingredientes, peso e demais características de acordo com o edital",1800.00,UN,5.00,9000.00
55800,2018,1,6,"Batata doce íntegra, escovada, livre de sujidades, firme, isenta de brotos e boas condições de consumo",800.00,KG,3.20,2560.00
55800,2018,1,8,"Bergamota tamanho médio, grau médio de amadurecimento, em boas condições de consumo",940.00,KG,3.00,2820.00
55800,2018,1,9,"Beterraba, integra e firme, sem brotos em boas condições de consumo",850.00,KG,3.25,2762.50
55800,2018,1,11,"Brócolis cabeça ou molho pesando no mínimo 300g, com folhas tenras, livre de podridões",1200.00,UN,3.90,4680.00
55800,2018,1,17,"Doce de leite cremoso, potes com lacre que contenham data de fabricação e validade e demais características de acordo com o edital",250.00,UN,4.88,1220.00
55800,2018,1,33,"Suco de laranja natural, integral e sem adição de açúcar conservantes e demais características de acordo com o edital",135.00,UN,15.00,2025.00
55800,2018,1,27,"Moranga cabotiá, firme, íntegra, sem manchas e de cor característica, grau médio de amadurecimento, em boas condições de consumo",300.00,KG,2.30,690.00
55800,2018,1,26,"Melado colonial, não batido, feito com cana de açúcar sem adição de açúcar e livre de bolores e demais características de acordo com o edital",180.00,UN,8.00,1440.00
55800,2018,1,36,"Tomate firme e liso, integro, sem manchas e cor característica uniforme, grau médio de amadurecimento, em boas condições de consumo e demais características de acordo com o edital",200.00,KG,5.90,1180.00
55800,2018,1,10,"Biscoito colonial, feito com trigo, e/ou polvilho, tipo caseiro, polvilhado com açúcar e demais características conforme o edital",1800.00,PAC,5.00,9000.00
55800,2018,1,34,"Suco de uva natural, integral e sem adição de açúcar e conservantes e demais características conforme edital ",690.00,UN,15.00,10350.00
44300,2018,1,16,"MASSA DE NHOQUE - Caseiro. Sem corantes e sem conservantes. Embalagens íntegras, que contenham data de fabricação e validade. As características gerais do produto deverão atender as normas e legislação sanitárias da ANVISA.Deve ser entregue em embalagens plásticas resistente, íntegras, de 500gr. O rótulo deve estar conforme legislação vigente, com identificação completa do produto, data de fabricação, prazo de validade, prazo máximo de consumo e local de origem. A entrega deve ser feita com carro refrigerado em temperatura máxima de 4 graus. Registro em planilha com medição de temperatura a cada 2hs, entregue ao Setor de Nutrição para monitoramento. O entregador deve estar devidamente uniformizado. Registros obrigatórios: Alvará Sanitário, SIM e Alvará de transporte (próprio ou de empresa terceirizada para realizar o transporte adequado).",942.00,PAC,"",""
44300,2018,1,17,"PÃO SOVADO - Fatiado. Embalagens de 500gr, com rendimento de aproximadamente 20 fatias, com data de fabricação e validade. As características gerais do produto deverão atender as normas e legislação sanitárias da ANVISA.",2550.00,UN,"",""
44300,2018,1,18,"REPOLHO - Firmes, íntegros e sem manchas. Tamanho padrão CEASA.",1724.00,KG,"",""
44300,2018,1,19,"SUCO DE UVA INTEGRAL - Sem adição de açúcar.  Embalagens de 1 litro. Íntegras, com data de fabricação e validade, atendendo as normas e legislação sanitária da ANVISA.",1669.00,L,"",""
44300,2018,1,20,TEMPERO VERDE - SALSA E CEBOLINHA - FOLHAS PINTEGRAS E SEM MANCHAS AMARELADAS. MOLHOS COM 80GR.,2275.00,MOL,"",""
44300,2018,1,21,"MASSA CASEIRA TIPO TORTEI - Caseiro, sem corante e sem conservante. Embalagem de 500g, íntegras, que contenham data de fabricação e validade. As características gerais do produto deverão atender as normas e legislação sanitária da ANVISA. O rótulo deve estar conforme legislação vigente, com identificação completa do produto, data de fabricação, prazo de validade, prazo máximo de consumo e local de origem. A entrega deve ser feita com carro refrigerado em temperatura máxima de 4 graus. Registro em planilha com medição de temperatura a cada 2hs, entregue ao Setor de Nutrição para monitoramento. O entregador deve estar devidamente uniformizado. Registros obrigatórios: Alvará Sanitário, SIM e Alvará de transporte (próprio ou de empresa terceirizada para realizar o transporte adequado).",108.00,PAC,"",""
44300,2018,1,1,ALFACE LISA - Podendo ser crespa - folhas íntegras e sem manchas. Tamanho do molho padrao CEASA.,1302.00,UN,"",""
44300,2018,1,2,"BATATA INGLESA - Branca ou vermelha, nova, firme e sem brotos. tamanho padrão CEASA.",1840.00,KG,"",""
44300,2018,1,3,"BERGAMOTA COMUM - Firme, íntegra, sem manchas e médio amadurecimento.",3570.00,KG,0.00,0.00
44300,2018,1,4,"BISCOITO CASEIRO - Amanteigado, simples ou integral. Pode conter aveia, milho, grãos, canela, coco ou chocolate, conforme solicitação. Embalagens devem conter data de fabricação e data de validade. porções individuais unitárias em torno de 20g por biscoito. As características gerais do produto deverão atender as normas e legislação sanitárias da ANVISA. PACOTES 500GR.",1290.00,PAC,"",""
44300,2018,1,5,"BRÓCOLIS - FIRMES, ÍNTEGROS E SEM MANCHAS AMARELADAS. PESO MÉDIO POR UNIDADE 1KG. TAMANHO PADRÃO CEASA.",1872.00,UN,"",""
44300,2018,1,6,"MASSA DE CAPELETTI - PACOTE DE 500GR - Capeletti caseiro de frango - sem corantes e sem conservantes. Embalado com data de fabricação e de validade. As características gerais do produto deverão atender as normas e legislação sanitárias da ANVISA. Deve ser entregue em embalagens plásticas resistente, íntegras, de no máximo 500gr. O rótulo deve estar conforme legislação vigente, com identificação completa do produto, data de fabricação, prazo de validade, prazo máximo de consumo e local de origem. A entrega deve ser feita com carro refrigerado em temperatura máxima de 4 graus. Registro em planilha com medição de temperatura a cada 2hs, entregue ao Setor de Nutrição para monitoramento. O entregador deve estar devidamente uniformizado. Registros obrigatórios: Alvará Sanitário, SIM e Alvará de transporte (próprio ou de empresa terceirizada para realizar o transporte adequado).",800.00,UN,"",""
44300,2018,1,7,"CEBOLA BRANCA - INTEGRAS, FIRMES E SEM BROTOS. PADRÃO CEASA",1545.00,KG,0.00,0.00
44300,2018,1,8,"COUVE MANTEIGA - Folhas verdes e íntegras. Molho com 10 folhas, padrao CEASA.",780.00,MOL,"",""
44300,2018,1,9,"DOCE DE FRUTA 750 G - Sabores de uva, morango, goiaba e  laranja - embalagens integras, hermeticamente fechadas, com data de fabricação e validade. Produto sem conservantes, corantes ou aromatizantes. As características gerais do produto deverão atender as normas e legislação sanitária da ANVISA. Embalagem de 750g.",461.00,EMB,"",""
44300,2018,1,10,"ESPINAFRE - Folhas íntegras, firmes e sem manchas. Tamanho do molho padrao CEASA.",180.00,MOL,"",""
44300,2018,1,11,"FEIJÃO PRETO - Sem sujidades, minimo 90% dos grãos na cor característica, inteiros sem umidade, bolor e não torrado. Embalagens de 1kg. O limite máximo para impurezas  será de 2%, e deverá estar isento de pragas.",895.00,KG,"",""
44300,2018,1,12,"LARANJA COMUM DOCE - Para consumo in natura. Firme, íntegras, médio amadurecimento.",1320.00,KG,0.00,0.00
44300,2018,1,13,"LEITE SEMI DESNATADO LONGA VIDA UHT - Padronização de gordura entre 1,5% e 1,9%, homogeneizado e pasteurizado pelo processo U.HT. O envase deve ser realizado assepticamente em embalagem tetra brik. Prazo de validade de no mínimo 4 meses. As características gerais do produto deverão atender as normas e legislação sanitária da ANVISA.",29100.00,L,"",""
44300,2018,1,14,"MASSA CASEIRA - PACOTE DE 500GR - Macarrão, espaguetti ou talharim - Sem corante e sem conservante, em embalagens íntegras que contenham data de fabricação e validade.  As características gerais do produto deverão atender as normas e legislação sanitárias da ANVISA. Deve ser entregue em embalagens plásticas resistentes, íntegras, de no máximo 500g. O rótulo deve estar conforme legislação vigente, com identificação completa do produto, data de fabricação, prazo de validade, prazo máximo de consumo e local de origem. A entrega deve ser feita com carro refrigerado em temperatura máxima de 4 graus. Registro em planilha com medição de temperatura a cada 2hs, entregue ao Setor de Nutrição para monitoramento. O entregador deve estar devidamente uniformizado. Registros obrigatórios: Alvará Sanitário, SIM e Alvará de transporte (próprio ou de empresa terceirizada para realizar o transporte adequado).",1260.00,PAC,"",""
44300,2018,1,15,MORANGA - ÍNTEGRAS E FIRMES. PADRÃO CEASA.,588.00,KG,0.00,0.00
41800,2018,2,1,"BISCOITO SALGADO - TIPO VOVÓ SENTADA, ",160.00,KG,14.90,2384.00
41800,2018,2,2,CUCA RECHEADA APROXIMADAMENTE 600 GRAMAS CADA,100.00,UN,8.90,890.00
41800,2018,2,3,CUQUINHAS APROXIMADAMENTE 100 GRAMAS CADA,200.00,KG,10.00,2000.00
41800,2018,2,4,PÃO CASEIRO - APROXIMADAMENTE 600 GRAMAS CADA,250.00,UN,5.65,1412.50
41800,2018,2,5,PÃO INTEGRAL APROXIMADAMENTE 400 GRAMAS CADA,125.00,UN,8.00,1000.00
74500,2018,1,1,"ALFACE inteiro, folhas integras, frescas e limpas, pesando aproximadamente 400 g cada unidade.",250.00,UN,"",""
74500,2018,1,10,"COUVE FOLHA unidades de tamanho médio, íntegras, frescas, folhas firmes e limpas",80.00,MOL,"",""
74500,2018,1,11,"ESPINAFRE unidades médias, íntegras, frescas sem rachaduras ou perfurações",40.00,MOL,"",""
74500,2018,1,12,"FEIJÃO PRETO (Tipo 1) novo, primeira qualidade, sem a presença de grãos mofados ou carunchados. Acondicionado em embalagem plástica resistente e transparente contendo 1 kg, Deverá apresentar rotulagem nutricional obrigatória de acordo com a RDC 360/2003. Validade mínima de 4 meses na entrega.",350.00,KG,"",""
74500,2018,1,13,"FEIJÃO CARIOCA (Tipo 1) novo, primeira qualidade, sem a presença de grãos mofados ou carunchados. Acondicionado em embalagem plástica resistente e transparente contendo 1 kg, Deverá apresentar rotulagem nutricional obrigatória de acordo com a RDC 360/2003. Validade mínima de 4 meses na entrega.",80.00,KG,"",""
74500,2018,1,14,"LARANJA SUCO / UMBIGO / DO CÉU / VALÊNCIA unidades de tamanho médio, íntegras, frescas, sem perfurações",200.00,KG,"",""
74500,2018,1,15,"MORANGA unidades médias, íntegras, frescas sem rachaduras ou perfurações",80.00,KG,"",""
74500,2018,1,16,"PEPINO SALADA unidades médias, íntegras, frescas sem rachaduras ou perfurações",60.00,KG,"",""
74500,2018,1,17,"RABANETE unidades médias, íntegras, frescas sem rachaduras ou perfurações, casca limpa",100.00,MOL,"",""
74500,2018,1,18,"REPOLHO inteiro, folhas tenras, íntegras, frescas e limpas.",130.00,UN,"",""
74500,2018,1,19,"REPOLHO ROXO inteiro, folhas tenras, íntegras, frescas e limpas.",50.00,UN,"",""
74500,2018,1,2,AIPIM NOVO acondicionado em embalagem de 1 kg,80.00,KG,"",""
74500,2018,1,20,"SALSA/CEBOLINHA inteiras, folhas verdes, frescas e limpas.",200.00,MOL,"",""
74500,2018,1,21,"BEBIDA LÁCTEA DIVERSOS SABORES (morango, salada de frutas, coco e ameixa) embalagem plástica de 1 litro com identificação do produto, rótulo, validade. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 30 dias no momento da entrega.",250.00,L,"",""
74500,2018,1,22,"CARNE DE FRANGO TIPO PEITO SEM PELE E SEM OSSO congelada embalagem de 1 kg, sem acumulo de líquidos em seu interior, com identificação do produto rótulo e data de validade. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 30 dias no momento da entrega.",400.00,KG,"",""
74500,2018,1,23,"CARNE SUÍNA TIPO SOBRE PALETA sem osso, congelada, sem acumulo de líquidos em seu interior, com identificação do produto, rotulagem e data de validade. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 30 dias no momento da entrega.",160.00,KG,"",""
74500,2018,1,24,"COXA E SOBRECOXA DE FRANGO congelada, sem acumulo de líquidos em seu interior, com identificação do produto, rótulo e validade. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 30 dias no momento da entrega.",250.00,KG,"",""
74500,2018,1,25,"DOCE DE LEITE embalagem de no mínimo 400 g, com identificação do produto, rótulo, validade. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 30 dias no momento da entrega.",120.00,UN,"",""
74500,2018,1,26,"IOGURTE POLPA DE MORANGO acondicionado em sache de 1 litro com identificação do produto, rótulo e data de validade. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 30 dias no momento da entrega.",500.00,L,"",""
74500,2018,1,27,"LEITE UHT SEM LACTOSE acondicionado em embalagem de 1 litro. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 60 dias no momento da entrega.",100.00,L,"",""
74500,2018,1,28,"LEITE UHT LONGA VIDA INTEGRAL embalagem 1 litro , com identificação do produto, rótulo e data de validade. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 60 dias no momento da entrega.",1800.00,L,"",""
74500,2018,1,29,"NATA em embalagens de no mínimo 300 g com identificação do produto, rótulo e data de validade. Deverá possuir registro no SIM, CISPOA ou SIF. Produto com validade mínima de 30 dias no momento da entrega",100.00,UN,"",""
