id_estado,nm_municipio,licitacao_ano,nr_item,ds_item,qt_itens_licitacao,vl_unitario_estimado,vl_total_estimado,contrato_ano,qt_itens_contrato,vl_item_contrato,vl_total_item_contrato
43,Saldanha Marinho,2/2018,5,Bergamota,150 KG,1.49,223.5,42/2018,150 KG,1.49,223.5
43,Saldanha Marinho,2/2018,6,Espinafre (maço),80 UN,3.79,303.2,42/2018,80 UN,3.79,303.2
43,Saldanha Marinho,2/2018,7,Couve manteiga (maço),80 UN,3.79,303.2,42/2018,80 UN,3.79,303.2
43,Fontoura Xavier,1/2018,3,Beterraba,100 KG,3.3,330,52/2018,100 KG,3.3,330
43,Fontoura Xavier,1/2018,4,Batata doce kg,150 KG,2.65,397.5,52/2018,150 KG,2.65,397.5
43,Fontoura Xavier,1/2018,7,Brocolis,150 UN,4,600,47/2018,150 UN,4,600
43,Fontoura Xavier,1/2018,8,Cenoura,300 KG,3.16,948,49/2018,300 KG,3.16,948
43,Fontoura Xavier,1/2018,9,Couve flor,150 UN,4,600,47/2018,150 UN,4,600
43,Fontoura Xavier,1/2018,12,Massa caseira,810 KG,6.9,5589,50/2018,810 KG,6.9,5589
43,Fontoura Xavier,1/2018,14,Polpa de fruta congelada sabores variados,1750 KG,10.2,17850,51/2018,1750 KG,10.2,17850
43,Fontoura Xavier,1/2018,15,Repolho branco uni,600 UN,3.49,2094,52/2018,600 UN,3.49,2094
43,Fontoura Xavier,1/2018,17,Alface 2,100 UN,2.3,230,48/2018,100 UN,2.3,230
43,Fontoura Xavier,1/2018,19,Beterraba 2,100 UN,3.3,330,49/2018,100 UN,3.3,330
43,Fontoura Xavier,1/2018,20,Brocolis 2,100 UN,4,400,49/2018,100 UN,4,400
43,Fontoura Xavier,1/2018,21,Couve flor 2,100 UN,4,400,49/2018,100 UN,4,400
43,Pedro Osório,1/2018,1,"Abóbora, apresentando boa condições de consumo, livres de pa",50 KG,2.31,115.5,3/2018,50 KG,2.31,115.5
43,Pedro Osório,1/2018,3,"Alface crespa comum, tamanho médio a grande,",80 UN,1.6,128,3/2018,80 UN,1.6,128
43,Pedro Osório,1/2018,5,"Banana prata, apresentando boa condições de consumo, livres",500 KG,3.9,1950,3/2018,500 KG,3.9,1950
43,Pedro Osório,1/2018,8,"Bergamota tipo pocam,",300 KG,4.3,1290,6/2018,150 KG,4.3,645
43,Pedro Osório,1/2018,9,"Beterraba com rama, contendo em cada molhe em torno de 5 bet",60 MOL,3.54,212.4,3/2018,60 MOL,3.54,212.4
43,Pedro Osório,1/2018,11,"Cebola, tamanho médio a grande,",100 KG,2.21,221,3/2018,100 KG,2.21,221
43,Pedro Osório,1/2018,12,"Cenoura sem rama, tamanho médio a grande,",90 KG,3.01,270.9,6/2018,45 KG,3.01,135.45
43,Pedro Osório,1/2018,13,"Chuchu, tamanho médio a grande,",60 KG,3.19,191.4,6/2018,30 KG,3.19,95.7
43,Pedro Osório,1/2018,14,"Couve, molhes de médio a grande,",40 MOL,1.68,67.2,3/2018,40 MOL,1.68,67.2
43,Pedro Osório,1/2018,17,"Laranja suco, tamanho medio a grande,",300 KG,2.58,774,3/2018,300 KG,2.58,774
43,Pedro Osório,1/2018,18,"Maçã fuji, não muito madura, tamanho médio a grande",400 KG,4.96,1984,3/2018,400 KG,4.96,1984
43,Pedro Osório,1/2018,20,"Manjerona,",30 MOL,1.9,57,4/2018,30 MOL,1.9,57
43,Pedro Osório,1/2018,22,"Milho verde em espiga,",250 UN,1.3,325,6/2018,125 UN,1.3,162.5
43,Pedro Osório,1/2018,24,"Tempero verde, salsa e cebolinha,",50 MOL,1.63,81.5,4/2018,50 MOL,1.63,81.5
43,Pedro Osório,1/2018,25,"Tomate longa vida, tamanho medio a grande",100 UN,4.6,460,3/2018,100 UN,4.6,460
43,Morro Reuter,1/2018,2,Aipim,180 KG,4.5,810,13/2018,180 KG,4.5,810
43,Morro Reuter,1/2018,15,Salsa e cebolinha,200 MOL,1.25,250,12/2018,200 MOL,1.25,250
43,Morro Reuter,1/2018,18,Feijão,150 PAC,6,900,13/2018,150 PAC,6,900
43,Morro Reuter,1/2018,30,Tomate,50 KG,14,700,17/2018,50 KG,14,700
43,São Borja,47/2018,1,Repasse,12 MES,20000,240000,252018/2018,12 MES,20000,240000
43,Jari,8/2018,1,"Alface lisa, com folhas brilhantes, firmes e sem áreas escur",240 UN,1.4,336,39/2018,48 UN,1.4,67.2
43,Jari,8/2018,1,"Alface lisa, com folhas brilhantes, firmes e sem áreas escur",240 UN,1.4,336,40/2018,48 UN,1.4,67.2
43,Jari,8/2018,1,"Alface lisa, com folhas brilhantes, firmes e sem áreas escur",240 UN,1.4,336,41/2018,48 UN,1.4,67.2
43,Jari,8/2018,1,"Alface lisa, com folhas brilhantes, firmes e sem áreas escur",240 UN,1.4,336,43/2018,48 UN,1.4,67.2
43,Jari,8/2018,1,"Alface lisa, com folhas brilhantes, firmes e sem áreas escur",240 UN,1.4,336,44/2018,48 UN,1.4,67.2
43,Jari,8/2018,2,"Alho, graúdo, bulbo inteiro, sem brotos, sem grãos chochos,",6 KG,25.33,144.38,39/2018,5 KG,25.33,119.05
43,Jari,8/2018,2,"Alho, graúdo, bulbo inteiro, sem brotos, sem grãos chochos,",6 KG,25.33,144.38,40/2018,1 KG,25.33,25.33
43,Jari,8/2018,3,"Batata doce, in natura, intacta e limpa, tamanho médio, sem",120 KG,3.38,405.6,39/2018,24 KG,3.38,81.12
43,Jari,8/2018,3,"Batata doce, in natura, intacta e limpa, tamanho médio, sem",120 KG,3.38,405.6,40/2018,20 KG,3.38,67.6
43,Jari,8/2018,3,"Batata doce, in natura, intacta e limpa, tamanho médio, sem",120 KG,3.38,405.6,41/2018,28 KG,3.38,94.64
43,Jari,8/2018,3,"Batata doce, in natura, intacta e limpa, tamanho médio, sem",120 KG,3.38,405.6,43/2018,28 KG,3.38,94.64
43,Jari,8/2018,3,"Batata doce, in natura, intacta e limpa, tamanho médio, sem",120 KG,3.38,405.6,44/2018,20 KG,3.38,67.6
43,Jari,8/2018,4,"Beterraba in natura. tenra, firme, sem podridão sem danos pr",120 KG,3.26,391.2,41/2018,20 KG,3.26,65.2
43,Jari,8/2018,4,"Beterraba in natura. tenra, firme, sem podridão sem danos pr",120 KG,3.26,391.2,43/2018,20 KG,3.26,65.2
43,Jari,8/2018,4,"Beterraba in natura. tenra, firme, sem podridão sem danos pr",120 KG,3.26,391.2,44/2018,20 KG,3.26,65.2
43,Jari,8/2018,5,"Biscoito de coco: contendo basicamente farinha de trigo, gor",120 PAC,6.58,789.6,45/2018,120 PAC,6.58,789.6
43,Jari,8/2018,6,Bolcha doce caseira sortida - pacote 500 gr,120 UN,5.8,696,45/2018,120 UN,5.8,696
43,Jari,8/2018,7,"Brócolis chines in natura. tenro, com coloração característi",120 UN,4.96,595.2,39/2018,40 UN,4.96,198.4
43,Jari,8/2018,7,"Brócolis chines in natura. tenro, com coloração característi",120 UN,4.96,595.2,41/2018,20 UN,4.96,99.2
43,Jari,8/2018,7,"Brócolis chines in natura. tenro, com coloração característi",120 UN,4.96,595.2,44/2018,20 UN,4.96,99.2
43,Jari,8/2018,9,"Cenoura: sem folhas, lisa, com polpa intacta e limpa, com co",120 KG,3.93,471.6,39/2018,10 KG,3.93,39.3
43,Jari,8/2018,9,"Cenoura: sem folhas, lisa, com polpa intacta e limpa, com co",120 KG,3.93,471.6,41/2018,10 KG,3.93,39.3
43,Jari,8/2018,9,"Cenoura: sem folhas, lisa, com polpa intacta e limpa, com co",120 KG,3.93,471.6,43/2018,80 KG,3.93,314.4
43,Jari,8/2018,10,"Couve flor in natura. limpa, tenra, firme, compacta, sem fol",126 UN,2,252,39/2018,40 UN,2,80
43,Jari,8/2018,10,"Couve flor in natura. limpa, tenra, firme, compacta, sem fol",126 UN,2,252,40/2018,40 UN,2,80
43,Jari,8/2018,10,"Couve flor in natura. limpa, tenra, firme, compacta, sem fol",126 UN,2,252,41/2018,20 UN,2,40
43,Jari,8/2018,10,"Couve flor in natura. limpa, tenra, firme, compacta, sem fol",126 UN,2,252,43/2018,20 UN,2,40
43,Jari,8/2018,10,"Couve flor in natura. limpa, tenra, firme, compacta, sem fol",126 UN,2,252,44/2018,4 UN,2,8
43,Jari,8/2018,11,"Couve manteiga in natura. deve apresentar-se limpa, tenra e",120 KG,5.23,627.6,39/2018,10 KG,5.23,52.3
43,Jari,8/2018,11,"Couve manteiga in natura. deve apresentar-se limpa, tenra e",120 KG,5.23,627.6,41/2018,30 KG,5.23,156.9
43,Jari,8/2018,11,"Couve manteiga in natura. deve apresentar-se limpa, tenra e",120 KG,5.23,627.6,44/2018,20 KG,5.23,104.6
43,Jari,8/2018,12,"Espinafre in natura. tenro, hidratado, macio, com folhas ínt",90 KG,3,270,39/2018,30 KG,3,90
43,Jari,8/2018,12,"Espinafre in natura. tenro, hidratado, macio, com folhas ínt",90 KG,3,270,41/2018,15 KG,3,45
43,Jari,8/2018,12,"Espinafre in natura. tenro, hidratado, macio, com folhas ínt",90 KG,3,270,43/2018,15 KG,3,45
43,Jari,8/2018,12,"Espinafre in natura. tenro, hidratado, macio, com folhas ínt",90 KG,3,270,44/2018,15 KG,3,45
43,Jari,8/2018,13,Feijão preto tipo 1,64 KG,4.4,282.48,39/2018,20 KG,4.4,88
43,Jari,8/2018,13,Feijão preto tipo 1,64 KG,4.4,282.48,41/2018,20 KG,4.4,88
43,Jari,8/2018,13,Feijão preto tipo 1,64 KG,4.4,282.48,43/2018,20 KG,4.4,88
43,Jari,8/2018,13,Feijão preto tipo 1,64 KG,4.4,282.48,44/2018,4 KG,4.4,17.6
43,Jari,8/2018,14,Laranja para suco in natura. fruta com apresentação adequada,125 KG,3.56,444.93,39/2018,60 KG,3.56,213.53
43,Jari,8/2018,14,Laranja para suco in natura. fruta com apresentação adequada,125 KG,3.56,444.93,41/2018,5 KG,3.56,17.8
43,Jari,8/2018,14,Laranja para suco in natura. fruta com apresentação adequada,125 KG,3.56,444.93,44/2018,60 KG,3.56,213.6
43,Jari,8/2018,15,"Aipim in natura, tipo casca lisa, tamanho médio a grande, ca",160 KG,4,639.96,39/2018,25 KG,4,99.96
43,Jari,8/2018,15,"Aipim in natura, tipo casca lisa, tamanho médio a grande, ca",160 KG,4,639.96,40/2018,40 KG,4,160
43,Jari,8/2018,15,"Aipim in natura, tipo casca lisa, tamanho médio a grande, ca",160 KG,4,639.96,41/2018,25 KG,4,100
43,Jari,8/2018,15,"Aipim in natura, tipo casca lisa, tamanho médio a grande, ca",160 KG,4,639.96,43/2018,35 KG,4,140
43,Jari,8/2018,15,"Aipim in natura, tipo casca lisa, tamanho médio a grande, ca",160 KG,4,639.96,44/2018,35 KG,4,140
43,Jari,8/2018,16,Massa caseira - 500 gr,282 PAC,6.15,1734.3,45/2018,282 PAC,6.15,1734.3
43,Jari,8/2018,17,"Moranga, com polpa intacta e limpa, tamanho médio, sem broto",80 KG,2.96,236.21,39/2018,16 KG,2.96,46.77
43,Jari,8/2018,17,"Moranga, com polpa intacta e limpa, tamanho médio, sem broto",80 KG,2.96,236.21,40/2018,16 KG,2.96,47.36
43,Jari,8/2018,17,"Moranga, com polpa intacta e limpa, tamanho médio, sem broto",80 KG,2.96,236.21,41/2018,16 KG,2.96,47.36
43,Jari,8/2018,17,"Moranga, com polpa intacta e limpa, tamanho médio, sem broto",80 KG,2.96,236.21,43/2018,16 KG,2.96,47.36
43,Jari,8/2018,17,"Moranga, com polpa intacta e limpa, tamanho médio, sem broto",80 KG,2.96,236.21,44/2018,16 KG,2.96,47.36
43,Jari,8/2018,18,"Pão tipo cachorro quente: peso por unidade de 50g, feito no",5001 KG,0.5,2500.5,45/2018,5001 KG,0.5,2500.5
43,Jari,8/2018,19,"Pimentão verde, de boa qualidade, conservada as característi",7 KG,7.93,57.1,39/2018,1 KG,7.93,9.52
43,Jari,8/2018,19,"Pimentão verde, de boa qualidade, conservada as característi",7 KG,7.93,57.1,41/2018,2 KG,7.93,15.86
43,Jari,8/2018,19,"Pimentão verde, de boa qualidade, conservada as característi",7 KG,7.93,57.1,43/2018,4 KG,7.93,31.72
43,Jari,8/2018,20,Repolho média,90 UN,4.8,432,39/2018,8 UN,4.8,38.4
43,Jari,8/2018,20,Repolho média,90 UN,4.8,432,41/2018,15 UN,4.8,72
43,Jari,8/2018,20,Repolho média,90 UN,4.8,432,43/2018,15 UN,4.8,72
43,Jari,8/2018,20,Repolho média,90 UN,4.8,432,44/2018,7 UN,4.8,33.6
43,Jari,8/2018,21,Rucula maço,120 UN,3,360,39/2018,30 UN,3,90
43,Jari,8/2018,21,Rucula maço,120 UN,3,360,40/2018,26 UN,3,78
43,Jari,8/2018,21,Rucula maço,120 UN,3,360,41/2018,20 UN,3,60
43,Jari,8/2018,21,Rucula maço,120 UN,3,360,43/2018,20 UN,3,60
43,Jari,8/2018,21,Rucula maço,120 UN,3,360,44/2018,20 UN,3,60
43,Jari,8/2018,22,"Suco integral pasteurizado - 1,5 litros",132 UN,13,1716,42/2018,132 UN,13,1716
43,Jari,8/2018,23,"Tempero verde (salsinha, cebolinha), em maço, novo, brilhant",102 UN,5.75,586.5,39/2018,30 UN,5.75,172.5
43,Jari,8/2018,23,"Tempero verde (salsinha, cebolinha), em maço, novo, brilhant",102 UN,5.75,586.5,40/2018,20 UN,5.75,115
43,Jari,8/2018,23,"Tempero verde (salsinha, cebolinha), em maço, novo, brilhant",102 UN,5.75,586.5,41/2018,20 UN,5.75,115
43,Jari,8/2018,23,"Tempero verde (salsinha, cebolinha), em maço, novo, brilhant",102 UN,5.75,586.5,43/2018,15 UN,5.75,86.25
43,Jari,8/2018,23,"Tempero verde (salsinha, cebolinha), em maço, novo, brilhant",102 UN,5.75,586.5,44/2018,15 UN,5.75,86.25
43,Jari,8/2018,25,"Vagem sem danificações  físicas,  casca integra. com cor, sa",20 KG,8,160.8,41/2018,20 KG,8,160
43,Jari,8/2018,27,Milho espiga,300 UN,1,300,40/2018,45 UN,1,45
43,Jari,8/2018,27,Milho espiga,300 UN,1,300,41/2018,75 UN,1,75
43,Jari,8/2018,27,Milho espiga,300 UN,1,300,43/2018,45 UN,1,45
43,Jari,8/2018,27,Milho espiga,300 UN,1,300,44/2018,45 UN,1,45
43,Encantado,1/2018,54,"Doce de frutas caseiro, sem aditivos e sem conservantes, embalagem de no máximo 1kg. rótulo contendo identificação do produto, ingredientes, informação nutricional, validade e nº lote - produto com no mínimo de 6 meses de validade na entrega.",300 KG,10.54,3162,43/2018,300 KG,10.54,3162
43,Encantado,1/2018,54,"Doce de frutas caseiro, sem aditivos e sem conservantes, embalagem de no máximo 1kg. rótulo contendo identificação do produto, ingredientes, informação nutricional, validade e nº lote - produto com no mínimo de 6 meses de validade na entrega.",300 KG,10.54,3162,41/2018,300 KG,10.54,3162
43,Encantado,1/2018,32,"Repolho roxo, fresco, inteiro, limpo, bem formado, novo",450 KG,2.79,1255.5,52/2018,450 KG,2.79,1255.5
43,Encantado,1/2018,23,"Laranja de umbigo,  madura, doce para o consumo, frutas sem rupturas ou machucados.",800 KG,2.5,2000,42/2018,800 KG,2.5,2000
43,Encantado,1/2018,38,"Vagem nova, de 1ª qualidade, íntegra, limpa",90 KG,7.23,650.7,51/2018,90 KG,7.23,650.7
43,Encantado,1/2018,42,"Bebida láctea, sabores diversos. acondicionado em sachet plástico contendo 1 litro do produto. produto com registro no sim, cispoa ou sif. rótulo contendo identificação do produto, ingredientes, tabela nutricional, peso, fabricante, data de fabricação e validade, nº lote. validade mínima de 20 (vinte) dias a contar da data da entrega. a entrega deverá ser efetuada em veículo refrigerado ou caixas térmicas que assegurem a temperatura do produto. no ato da entrega a temperatura será verificada e não estando de acordo o produto será devolvido para troca.",1000 L,3.47,3470,55/2018,1000 L,3.47,3470
43,Encantado,1/2018,45,"Nata (creme de leite pasteurizado), embalagem com no mínimo 300 gramas. produto com registro no sim, cispoa ou sif. rótulo contendo identificação do produto, ingredientes, tabela nutricional, peso, fabricante, data de fabricação e validade, nº lote. validade mínima de 20 (vinte) dias a contar da data da entrega. a entrega deverá ser efetuada em veículo refrigerado ou caixas térmicas que assegurem a temperatura do produto. no ato da entrega a temperatura será verificada e não estando de acordo o produto será devolvido para troca.",250 POT,5.17,1292.5,56/2018,250 POT,5.17,1292.5
43,Encantado,1/2018,6,"Banana prata, de 1ª qualidade, grau médio de amadurecimento, sem manchas e cor característica uniforme, acondicionadas em caixas plásticas.",7000 KG,3.08,21560,52/2018,7000 KG,3.08,21560
43,Encantado,1/2018,18,"Espinafre, fresco, limpo, molho com no mínimo 400g.",300 MOL,2.76,828,51/2018,300 MOL,2.76,828
43,Encantado,1/2018,55,"Extrato de tomate, contendo apenas sal e açúcar, embalagem de no máximo 1kg. rótulo contendo identificação do produto, ingredientes, informação nutricional, validade e nº lote - produto com no mínimo de 3 meses de validade na entrega.",500 KG,12,6000,41/2018,500 KG,12,6000
43,Encantado,1/2018,4,"Agrião, fresco, com folhas tenras e limpas, com no mínimo 250g.",90 MOL,2.5,225,48/2018,90 MOL,2.5,225
43,Encantado,1/2018,51,"Milho verde congelado, acondicionado em embalagens de 500g, com identificação do produto, validade e nº lote - produto com no mínimo de 2 meses de validade na entrega.",90 KG,12.3,1107,41/2018,90 KG,12.3,1107
43,Encantado,1/2018,16,"Couve-chinesa, íntegra, limpa, pés com no mínimo 600g.",480 UN,2.99,1435.2,51/2018,480 UN,2.99,1435.2
43,Encantado,1/2018,22,"Laranja do céu, madura, de 1ª qualidade, sem rupuras e pancadas na casca.",900 KG,3.68,3312,49/2018,900 KG,3.68,3312
43,Encantado,1/2018,31,"Radite, folhas firmes e limpas, com no mínimo 300g.",120 UN,2.4,288,51/2018,120 UN,2.4,288
43,Encantado,1/2018,34,"Rúcula, folhas integras, bem formadas e limpas, com no mínimo 300g .",90 MOL,2.13,191.7,51/2018,90 MOL,2.13,191.7
43,Encantado,1/2018,35,"Tempero verde (salsa e cebolinha), molhos com no mínimo 250g",1400 MOL,1.91,2674,51/2018,1400 MOL,1.91,2674
43,Encantado,1/2018,36,"Tomate, médio grau de maturação, firme e íntegro, sem manchas e cor característica uniforme.",1200 KG,4.56,5472,42/2018,1200 KG,4.56,5472
43,Encantado,1/2018,39,"Carne suína (pernil ou sobrepaleta), sem osso e sem gordura. embalagem primária plástica transparente contendo no máximo 2 kg do produto totalmente congelado, sem acúmulo de líquidos e cristais de gelo em seu interior. rótulo contendo identificação do produto, data de abate, peso, fabricante, validade, n.º lote, temperatura de estocagem e registro do produto no sim, sif ou cispoa. validade mínima de 2 meses, a contar da data de entrega. a entrega deverá ser efetuada em veículo refrigerado ou caixas térmicas que assegurem a temperatura do produto. no ato da entrega a temperatura será verificada e não estando de acordo o produto será devolvido para troca.",990 KG,11.88,11761.2,54/2018,990 KG,11.88,11761.2
43,Encantado,1/2018,48,"Aipim descascado congelado, embalagem de 1kg plástica, contendo dados de identificação, rotulagem nutricional, procedência e validade. validade mínima de 3 meses. ",700 KG,6.19,4333,47/2018,700 KG,6.19,4333
43,Encantado,1/2018,11,"Brócolis híbridos, cabeça compacta com no mínimo 400g.",1500 UN,3.65,5475,51/2018,1500 UN,3.65,5475
43,Encantado,1/2018,15,"Couve manteiga, folhas íntegras, firmes, limpas, molho com no mínimo 400g.",490 MOL,2.66,1303.4,50/2018,490 MOL,2.66,1303.4
43,Encantado,1/2018,17,"Couve-flor, cabeça bem formada, compacta, com no mínimo 400g.",1500 UN,3.68,5520,50/2018,1500 UN,3.68,5520
43,Encantado,1/2018,28,"Pepino salada, cor característica uniforme, médio grau de maturação.",60 KG,3,180,51/2018,60 KG,3,180
43,Encantado,1/2018,30,"Pimentão verde, firme, lustroso, carnudo, com o cabo verde.",80 KG,6.03,482.4,51/2018,80 KG,6.03,482.4
43,Encantado,1/2018,44,"Leite longa vida integral, acondicionado em embalagem tetra pack de 1 litro. rótulo contendo identificação do produto, ingredientes, informação nutricional, validade e nº lote - produto com no mínimo 3 meses de validade no momento da entrega",9000 L,2.5,22500,56/2018,9000 L,2.5,22500
43,Encantado,1/2018,50,"Moranga cabotiá descascada congelada, acondicionada em embalagens de 500g, com identificação do produto, validade e nº lote - produto com no mínimo de 2 meses de validade na entrega.",500 KG,4.5,2250,41/2018,500 KG,4.5,2250
43,Encantado,1/2018,56,"Feijão preto ou de cor,  a granel, produto novo, de primeira qualidade, sem sujidades, mofos e bolores. mesmo sendo a granel solicita-se que seja acondicionado em embalagem plástica resistente e que contenha dados de identificação do produto, como safra e produtor ",600 KG,6.41,3846,41/2018,600 KG,6.41,3846
43,Encantado,1/2018,37,"Tomate cereja, grau médio de maturação, firme e integro, cor característica uniforme, sem rachaduras ou perfurações",50 KG,8,400,48/2018,50 KG,8,400
43,Encantado,1/2018,41,"Frango, peito sem pele e sem osso congelado, peça lisa, de coloração clara, de odor característico. embalagem primária plástica transparente contendo no máximo 1 kg do produto totalmente congelado, sem acúmulo de líquidos e cristais de gelo em seu interior. rótulo contendo identificação do produto, data de abate, peso, fabricante, validade, n.º lote, temperatura de estocagem e registro do produto no sim, sif ou cispoa. validade mínima de 3 meses, a contar da data de entrega.  a entrega deverá ser efetuada em veículo refrigerado ou caixas térmicas que assegurem a temperatura do produto. no ato da entrega a temperatura será verificada e não estando de acordo o produto será devolvido para troca.",1300 KG,10.73,13949,53/2018,1300 KG,10.73,13949
43,Encantado,1/2018,33,"Repolho verde, fresco, inteiro, limpo, bem formado, novo",990 KG,2.05,2029.5,52/2018,990 KG,2.05,2029.5
43,Encantado,1/2018,3,"Abobrinha italiana, com maturação apropriada, íntegra, limpa.",170 KG,3.11,528.7,50/2018,170 KG,3.11,528.7
43,Encantado,1/2018,20,"Goiaba fresca, fruta madura, pronta para o consumo, integra, sem rupturas ou machucados",300 KG,6,1800,43/2018,300 KG,6,1800
43,Encantado,1/2018,57,"Suco de uva integral, sem adição de água, conservantes e açúcar, não fermentado, embalagem de 1 ou 1,5 litros. rótulo contendo identificação do produto, ingredientes, informação nutricional, validade e nº lote - produto com no mínimo de 4 meses de validade na entrega.",500 L,9,4500,57/2018,500 L,9,4500
43,Encantado,1/2018,13,"Chicória, folhas íntegras, bem formadas e limpas, com no mínimo 300g.",500 UN,2.25,1125,51/2018,500 UN,2.25,1125
43,Encantado,1/2018,40,"Frango, coxa e sobrecoxa congelada, com contornos definidos, firmes e sem manchas, peça lisa e de coloração clara, pele aderente e odor característico. não deve apresentar penas e carcaça. embalagem primária plástica transparente contendo 1kg do produto totalmente congelado, sem acúmulo de líquidos e cristais de gelo em seu interior. rótulo contendo identificação do produto, peso, fabricante, validade, n.º lote, temperatura de estocagem e registro do produto no sim, sif ou cispoa. validade mínima de 3 meses, a contar da data de entrega. a entrega deverá ser efetuada em veículo refrigerado ou caixas térmicas que assegurem a temperatura do produto. no ato da entrega a temperatura será verificada e não estando de acordo o produto será devolvido para troca.",2000 KG,6.79,13580,53/2018,2000 KG,6.79,13580
43,Encantado,1/2018,43,"Iogurte, com polpa de fruta, sabores diversos. acondicionado em embalagem plástica contendo no máximo 1 litro do produto. produto com registro no sim, cispoa ou sif. rótulo contendo identificação do produto, ingredientes, tabela nutricional, peso, fabricante, data de fabricação e validade, nº lote. validade mínima de 20 (vinte) dias a contar da data da entrega. a entrega deverá ser efetuada em veículo refrigerado ou caixas térmicas que assegurem a temperatura do produto. no ato da entrega a temperatura será verificada e não estando de acordo o produto será devolvido para troca.",3000 L,5.05,15150,55/2018,3000 L,5.05,15150
43,dona Francisca,2/2018,1,"Pão cachorro quente, feito com farinha de trigo tipo 1 especial, massa caseira, sovado, de 80g a unidade, contendo informações nutricionais e data de fabricação e validade.",5760 UN,0.6,3456,86/2018,5760 UN,0.6,3456
43,Ibarama,1/2018,17,Bolacha caseira de polvilho,310 PAC,6.25,1937.5,20/2018,310 PAC,6.25,1937.5
43,Ibarama,1/2018,18,Bolacha caseira de manteiga,330 PAC,6.25,2062.5,20/2018,330 PAC,6.25,2062.5
43,Ibarama,1/2018,29,Massa fresca congelada para sopa,75 BAND,6,450,20/2018,75 BAND,6,450
43,Ibarama,1/2018,34,Milho para pipopca,10 KG,6,60,21/2018,10 KG,6,60
43,Ibarama,1/2018,35,Moranga cabotiá,200 KG,2.5,500,18/2018,200 KG,2.5,500
43,Ibarama,1/2018,36,Pimentão verde/amarelo/vermelho,20 KG,10,200,18/2018,20 KG,10,200
43,Ibarama,1/2018,37,Repolho,125 UN,5,625,15/2018,125 UN,5,625
43,Ibarama,1/2018,38,Rúcula,120 MOL,2.5,300,17/2018,120 MOL,2.5,300
43,Ibarama,1/2018,39,Temperos (salsa e cebolinha),180 MOL,3,540,15/2018,180 MOL,3,540
43,Ibarama,1/2018,40,Tomate salada,80 KG,5,400,19/2018,80 KG,5,400
43,Cerro Branco,1/2018,36,Suco integral de uva 500 ml,192 EMB,4.64,890.88,26/2018,192 EMB,4.64,890.88
43,Cerro Branco,1/2018,33,Suco integral abacaxi 500ml,192 EMB,4.64,890.88,26/2018,192 EMB,4.64,890.88
43,Cerro Branco,1/2018,34,Suco integral de bergamota 500ml,192 EMB,4.64,890.88,26/2018,192 EMB,4.64,890.88
43,Cerro Branco,1/2018,35,Suco integral de laranja 500ml,192 EMB,4.64,890.88,26/2018,192 EMB,4.64,890.88
43,Cerro Branco,1/2018,2,"Melado de cana-de-açucar cremoso, tipo  colonial,pote com 400 g, validade mínima de 2 meses a contar da data de entrega. ",160 POT,4,640,29/2018,160 POT,4,640
43,Putinga,1/2018,1,"Abacaxi	fruto de tamanho médio, limpo, de primeira, firmes e íntegros; acondicionado de forma a evitar danos físicos; deve estar ileso, sem rupturas e ou pancadas na casca, apresentando grau de maturação tal que lhe permita suportar a manipulação, o transporte e a conservação em condições adequadas para o consumo; isento de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à superfície externa. não deve apresentar quaisquer lesões de origem física, mecânica ou biológica, podendo ser orgânico.",150 UN,6.17,925.5,64/2018,150 UN,6.17,925.5
43,Putinga,1/2018,26,"Repolho branco	hortaliça de folhas enoveladas, tamanho grande, com características íntegras e de primeira qualidade; fresco, limpo, coloração uniforme; aroma, cor e sabor típicos da espécie; isento de sujidades, insetos, parasitas, larvas e corpos estranhos aderidos à superfície externa. não deve apresentar quaisquer lesões de origem física, mecânica ou biológica. podendo ser orgânico.",150 UN,4.63,694.5,64/2018,150 UN,4.63,694.5
43,Putinga,1/2018,6,"Banana	fruto médio, limpo, podendo ser orgânico; acondicionado de forma a evitar danos físicos, mecânicos ou biológicos; íntegro, limpo, apresentando grau de maturação tal que lhe permita suportar a manipulação, o transporte e a conservação em condições adequadas para o consumo. ausência de parasitas, sujidades, larvas e corpos estranhos aderidos à casca. ",1500 KG,3.34,5010,64/2018,1500 KG,3.34,5010
43,Putinga,1/2018,22,"  Moranga cabotiá	fruto de tamanho grande, limpa, de primeira e acondicionada de forma a evitar danos físicos, apresentando-se íntegras com grau de maturação tal que lhe permita suportar a manipulação, o transporte e a conservação em condições adequadas para o consumo. ausência de parasitas, sujidades, larvas e corpos estranhos aderidos à casca, com características íntegras e de primeira qualidade. podendo ser orgânico.  ",102 KG,3.66,373.32,64/2018,102 KG,3.66,373.32
43,Putinga,1/2018,5,"Apresuntado fatiado	produto de primeira, embalado a vácuo, na embalagem de 1kg, fatiado e resfriado, apresentando cor uniforme, sem sujidades ou corpo estranho no produto e na embalagem; estando devidamente identificado com a marca, peso e data de fabricação e validade. deve possuir registro no ministério da agricultura / sif ou cispoa ou sim visíveis na embalagem.",105 KG,15.12,1587.6,65/2018,105 KG,15.12,1587.6
